POPULAR1MF,5.5,5.6,5.5,5.5,5.5,0.0,38,0.65,118002
POWERGRID,72.4,75.5,71.7,72.4,74.3,-1.9,3350,367.582,4991216
PRAGATIINS,89.2,91.8,88.6,89.2,89.9,-0.7,348,10.529,116381
PREMIERBAN,14.7,15.0,14.6,14.7,14.8,-0.1,378,18.585,1260953
PREMIERCEM,63.9,64.2,63.4,63.9,63.3,0.6,100,2.664,41698
PRIME1ICBA,7.4,7.5,7.4,7.4,7.5,-0.1,11,0.044,5948
PRIMEBANK,21.4,21.6,21.3,21.4,21.4,0.0,57,1.069,49912
PRIMEINSUR,79.6,83.0,79.4,80.0,81.1,-1.5,363,13.889,172838
PRIMETEX,23.4,23.9,23.3,23.4,23.4,0.0,231,5.492,234308
PROVATIINS,118.4,121.0,118.0,118.4,120.6,-2.2,158,5.123,42971
PTL,99.5,103.3,98.5,99.5,101.9,-2.4,1524,96.585,960743
PUBALIBANK,27.4,27.7,27.4,27.5,27.3,0.1,56,1.577,57190
PURABIGEN,38.0,39.0,37.9,38.0,38.7,-0.7,309,7.673,200246
QUASEMIND,45.9,48.0,45.6,45.9,48.2,-2.3,313,8.587,184186
QUEENSOUTH,24.6,25.3,24.4,24.6,25.0,-0.4,332,6.843,277966
RAHIMAFOOD,337.5,346.4,335.4,337.5,339.3,-1.8,1431,58.389,171029
RAHIMTEXT,266.2,272.0,261.0,266.2,269.8,-3.6,33,0.705,2649
RAKCERAMIC,54.9,57.0,54.5,54.9,57.1,-2.2,2346,177.122,3176577
RANFOUNDRY,211.6,215.0,202.1,211.6,211.7,-0.1,923,33.718,160719
RDFOOD,60.8,61.3,59.4,60.8,60.1,0.7,809,123.635,2052850
RECKITTBEN,5987.9,6000.0,5830.4,5947.4,5853.0,134.9,239,10.56,1790
RELIANCE1,11.3,11.5,11.2,11.4,11.4,-0.1,16,0.243,21367
RELIANCINS,84.7,87.5,84.5,84.7,86.4,-1.7,134,3.632,42437
RENATA,1326.0,1332.4,1320.1,1325.9,1320.1,5.9,174,14.102,10633
REPUBLIC,49.3,51.4,49.2,49.3,50.2,-0.9,163,2.905,58465
RINGSHINE,10.1,10.4,10.0,10.1,10.3,-0.2,605,16.075,1582683
RUNNERAUTO,52.8,53.1,52.5,52.8,53.4,-0.6,97,1.954,37012
RUPALIBANK,33.8,34.1,32.9,33.8,32.8,1.0,250,5.392,160617
RUPALIINS,42.6,43.9,42.3,42.6,43.3,-0.7,425,16.664,389171
SAFKOSPINN,24.9,25.6,24.8,24.9,25.3,-0.4,396,10.204,406885
SAIFPOWER,42.4,44.0,42.2,42.4,43.8,-1.4,2265,150.745,3502292
SAIHAMTEX,22.4,22.7,22.3,22.4,22.6,-0.2,197,6.868,305407
SALAMCRST,28.0,30.3,27.9,28.0,29.0,-1.0,196,3.563,126519
SALVOCHEM,51.2,52.6,50.2,51.2,50.0,1.2,835,37.416,727415
SAMORITA,124.3,124.9,117.0,124.3,120.0,4.3,1841,83.035,677424
SAPORTL,26.8,28.0,26.4,26.8,26.9,-0.1,335,11.796,436127
SBACBANK,15.5,15.9,15.4,15.5,15.8,-0.3,556,9.552,611736
SEMLFBSLGF,8.5,8.6,8.4,8.4,8.5,0.0,66,0.941,111665
SEMLIBBLSF,9.2,9.3,9.1,9.2,9.2,0.0,43,1.383,150485
SEMLLECMF,9.4,9.5,9.2,9.3,9.3,0.1,89,2.361,252842
SHAHJABANK,22.3,22.7,22.2,22.3,22.3,0.0,45,2.489,111350
SHASHADNIM,26.2,26.6,25.7,25.8,26.6,-0.4,104,2.666,102021
SHURWID,19.2,20.1,19.1,19.2,19.9,-0.7,564,14.846,762278
SIBL,17.9,18.2,16.8,17.9,16.8,1.1,1065,114.524,6501010
SILCOPHL,24.9,25.4,24.8,24.9,25.2,-0.3,159,5.807,232820
SILVAPHL,18.9,19.3,18.8,18.9,19.3,-0.4,263,8.823,463417
SIMTEX,18.3,18.9,18.0,18.3,18.5,-0.2,302,11.512,629781
SINGERBD,176.1,177.0,174.3,176.1,176.0,0.1,184,3.842,21856
SINOBANGLA,56.0,56.7,54.5,55.4,55.5,0.5,222,7.358,133090
SKTRIMS,29.5,30.1,29.4,29.5,29.9,-0.4,288,5.839,197314
SONALIANSH,460.9,465.1,455.1,460.9,459.1,1.8,206,3.487,7589
SONALIPAPR,801.2,805.0,765.7,801.2,765.6,35.6,3360,166.938,211044
SONARBAINS,69.8,71.5,69.5,69.8,71.1,-1.3,301,7.919,112406
SOUTHEASTB,15.3,15.7,15.3,15.3,15.4,-0.1,190,5.802,377746
SPCERAMICS,28.9,30.4,28.7,28.9,29.8,-0.9,596,22.982,784205
SPCL,89.7,89.9,88.2,88.6,89.8,-0.1,416,17.34,195022
SQUARETEXT,63.0,63.5,62.3,63.0,62.5,0.5,547,22.711,361222
SQURPHARMA,219.8,221.0,219.6,219.8,220.2,-0.4,763,46.014,209084
SSSTEEL,19.2,19.8,19.1,19.2,19.7,-0.5,1119,36.005,1860686
STANDARINS,71.7,74.5,70.1,71.7,73.5,-1.8,235,8.728,120841
STANDBANKL,10.3,10.4,10.2,10.3,10.3,0.0,107,3.588,348149
SUMITPOWER,38.7,39.0,38.6,38.7,38.8,-0.1,482,12.531,323632
TAKAFULINS,60.8,61.0,59.1,60.8,58.8,2.0,651,32.759,544355
TAMIJTEX,172.7,183.6,170.0,172.7,176.1,-3.4,161,2.663,15414
TITASGAS,42.9,44.5,42.7,42.9,43.7,-0.8,1299,61.086,1410292
TOSRIFA,17.4,17.9,17.2,17.4,17.7,-0.3,232,5.37,307867
TRUSTB1MF,5.9,6.0,5.8,5.9,5.9,0.0,80,1.434,243210
TRUSTBANK,33.6,34.5,32.5,34.0,34.3,-0.7,78,2.08,61442
UCB,16.0,16.5,16.0,16.1,16.4,-0.4,187,5.934,367721
UNILEVERCL,3221.2,3239.0,3100.0,3221.2,3131.4,89.8,571,26.211,8230
UNITEDFIN,21.1,21.6,21.0,21.1,21.4,-0.3,264,7.031,331570
UNITEDINS,62.0,62.9,61.7,62.0,62.7,-0.7,57,0.958,15370
UPGDCL,251.8,255.8,251.2,251.8,253.4,-1.6,401,9.836,39025
UTTARABANK,26.9,27.0,26.7,26.9,26.9,0.0,253,21.942,816713
UTTARAFIN,41.2,41.8,40.7,41.2,41.8,-0.6,71,1.596,38683
VAMLBDMF1,7.9,7.9,7.8,7.9,7.8,0.1,67,2.021,257280
VAMLRBBF,8.5,8.8,8.5,8.6,8.7,-0.2,25,0.293,33949
VFSTDL,21.1,21.6,21.1,21.1,21.5,-0.4,212,6.659,313404
WALTONHIL,1069.0,1080.0,1066.0,1069.0,1077.2,-8.2,1092,18.889,17631
WATACHEM,286.8,290.0,283.5,286.8,286.7,0.1,215,5.266,18361
